Trade number,Type,Date and time,Signal,Price JPY,Size (qty),Size (value),Net PnL JPY,Return %,Commission JPY,Favorable excursion JPY,Favorable excursion %,Adverse excursion JPY,Adverse excursion %,Cumulative PnL JPY,Cumulative PnL %,Duration (bars)
253,Exit long,2026-06-17 09:00,TP_OR_SL,160.229,0.62,99.39282,-0.05,-0.05,0,0.01,0.01,-0.05,-0.05,6.12,0.06,2
253,Entry long,2026-06-17 07:00,BODY_EXTREME_LONG,160.311,0.62,99.39282,-0.05,-0.05,0,0.01,0.01,-0.05,-0.05,6.12,0.06,2
254,Exit long,2026-06-22 10:00,TP_OR_SL,161.788,0.61,98.75778,-0.07,-0.07,0,0.02,0.02,-0.07,-0.07,6.06,0.06,1
254,Entry long,2026-06-22 09:00,BODY_EXTREME_LONG,161.898,0.61,98.75778,-0.07,-0.07,0,0.02,0.02,-0.07,-0.07,6.06,0.06,1
255,Exit long,2026-06-23 08:00,TP_OR_SL,161.446,0.61,98.5699,-0.09,-0.09,0,0.01,0.01,-0.09,-0.09,5.97,0.06,1
255,Entry long,2026-06-23 07:00,BODY_EXTREME_LONG,161.59,0.61,98.5699,-0.09,-0.09,0,0.01,0.01,-0.09,-0.09,5.97,0.06,1
256,Exit long,2026-06-24 12:00,TP_OR_SL,161.702,0.61,98.69312,-0.05,-0.06,0,0.01,0.01,-0.05,-0.06,5.91,0.06,2
256,Entry long,2026-06-24 10:00,BODY_EXTREME_LONG,161.792,0.61,98.69312,-0.05,-0.06,0,0.01,0.01,-0.05,-0.06,5.91,0.06,2
257,Exit long,2026-06-29 10:00,TP_OR_SL,161.888,0.61,98.79377,-0.04,-0.04,0,0.001,0.00,-0.04,-0.04,5.87,0.06,1
257,Entry long,2026-06-29 09:00,BODY_EXTREME_LONG,161.957,0.61,98.79377,-0.04,-0.04,0,0.001,0.00,-0.04,-0.04,5.87,0.06,1
258,Exit long,2026-06-30 12:00,TIME_EXIT,162.648,0.61,99.10792,0.11,0.11,0,0.12,0.12,-0.07,-0.07,5.98,0.06,3
258,Entry long,2026-06-30 09:00,BODY_EXTREME_LONG,162.472,0.61,99.10792,0.11,0.11,0,0.12,0.12,-0.07,-0.07,5.98,0.06,3
259,Exit long,2026-07-08 13:00,TP_OR_SL,162.471,0.61,99.19332,-0.09,-0.09,0,0.06,0.06,-0.09,-0.09,5.89,0.06,3
259,Entry long,2026-07-08 10:00,BODY_EXTREME_LONG,162.612,0.61,99.19332,-0.09,-0.09,0,0.06,0.06,-0.09,-0.09,5.89,0.06,3
260,Exit long,2026-07-13 12:00,TIME_EXIT,162.453,0.61,98.95664,0.14,0.14,0,0.15,0.15,-0.02,-0.02,6.03,0.06,3
260,Entry long,2026-07-13 09:00,BODY_EXTREME_LONG,162.224,0.61,98.95664,0.14,0.14,0,0.15,0.15,-0.02,-0.02,6.03,0.06,3
261,Exit long,2026-07-16 13:00,TIME_EXIT,162.416,0.61,99.09206,-0.02,-0.02,0,0.06,0.06,-0.03,-0.03,6.02,0.06,3
261,Entry long,2026-07-16 10:00,BODY_EXTREME_LONG,162.446,0.61,99.09206,-0.02,-0.02,0,0.06,0.06,-0.03,-0.03,6.02,0.06,3
262,Exit long,2026-07-20 12:00,TIME_EXIT,162.526,0.61,99.11219,0.03,0.03,0,0.08,0.08,-0.01,-0.01,6.04,0.06,3
262,Entry long,2026-07-20 09:00,BODY_EXTREME_LONG,162.479,0.61,99.11219,0.03,0.03,0,0.08,0.08,-0.01,-0.01,6.04,0.06,3
263,Exit long,2026-07-21 09:00,TP_OR_SL,162.886,0.61,99.26652,0.09,0.09,0,0.09,0.09,-0.02,-0.02,6.14,0.06,2
263,Entry long,2026-07-21 07:00,BODY_EXTREME_LONG,162.732,0.61,99.26652,0.09,0.09,0,0.09,0.09,-0.02,-0.02,6.14,0.06,2
264,Exit long,2026-07-22 13:00,TIME_EXIT,163.158,0.61,99.50137,0.03,0.03,0,0.04,0.04,-0.03,-0.03,6.16,0.06,3
264,Entry long,2026-07-22 10:00,BODY_EXTREME_LONG,163.117,0.61,99.50137,0.03,0.03,0,0.04,0.04,-0.03,-0.03,6.16,0.06,3
265,Exit long,2026-07-23 09:00,TP_OR_SL,163.923,0.61,99.84236,0.15,0.15,0,0.15,0.15,-0.01,-0.01,6.31,0.06,1
265,Entry long,2026-07-23 08:00,BODY_EXTREME_LONG,163.676,0.61,99.84236,0.15,0.15,0,0.15,0.15,-0.01,-0.01,6.31,0.06,1
266,Exit long,2026-07-24 10:00,TP_OR_SL,163.751,0.61,99.94972,-0.06,-0.06,0,0.02,0.02,-0.06,-0.06,6.25,0.06,2
266,Entry long,2026-07-24 08:00,BODY_EXTREME_LONG,163.852,0.61,99.94972,-0.06,-0.06,0,0.02,0.02,-0.06,-0.06,6.25,0.06,2
267,Exit long,2026-07-27 10:00,TIME_EXIT,163.71,0.61,99.82589,0.04,0.04,0,0.07,0.07,-0.01,-0.01,6.29,0.06,3
267,Entry long,2026-07-27 07:00,BODY_EXTREME_LONG,163.649,0.61,99.82589,0.04,0.04,0,0.07,0.07,-0.01,-0.01,6.29,0.06,3
268,Exit long,2026-08-06 12:00,TP_OR_SL,158.496,0.63,99.66978,0.18,0.18,0,0.18,0.18,-0.003,0.00,6.47,0.06,2
268,Entry long,2026-08-06 10:00,BODY_EXTREME_LONG,158.206,0.63,99.66978,0.18,0.18,0,0.18,0.18,-0.003,0.00,6.47,0.06,2
269,Exit long,2026-08-10 11:00,TIME_EXIT,158.904,0.62,98.54528,-0.02,-0.03,0,0.08,0.08,-0.05,-0.05,6.45,0.06,3
269,Entry long,2026-08-10 08:00,BODY_EXTREME_LONG,158.944,0.62,98.54528,-0.02,-0.03,0,0.08,0.08,-0.05,-0.05,6.45,0.06,3
270,Exit long,2026-08-26 12:00,TIME_EXIT,159.418,0.62,98.82552,0.01,0.01,0,0.03,0.03,-0.06,-0.06,6.46,0.06,3
270,Entry long,2026-08-26 09:00,BODY_EXTREME_LONG,159.396,0.62,98.82552,0.01,0.01,0,0.03,0.03,-0.06,-0.06,6.46,0.06,3
271,Exit long,2026-08-28 12:00,TP_OR_SL,160.124,0.62,99.12126,0.16,0.16,0,0.16,0.16,-0.03,-0.03,6.62,0.07,2
271,Entry long,2026-08-28 10:00,BODY_EXTREME_LONG,159.873,0.62,99.12126,0.16,0.16,0,0.16,0.16,-0.03,-0.03,6.62,0.07,2
272,Exit long,2026-08-31 10:00,TP_OR_SL,159.742,0.62,99.12622,-0.09,-0.09,0,0.01,0.01,-0.09,-0.09,6.53,0.07,2
272,Entry long,2026-08-31 08:00,BODY_EXTREME_LONG,159.881,0.62,99.12622,-0.09,-0.09,0,0.01,0.01,-0.09,-0.09,6.53,0.07,2
